review,label,tokens
bagus gk byk iklan,1,"['bagus', 'gk', 'byk', 'iklan']"
p,1,['p']
ko pas ngambil sari fre ongkir ttep ajah mesti pake ongkir,0,"['ko', 'pas', 'ngambil', 'sari', 'fre', 'ongkir', 'ttep', 'ajah', 'mesti', 'pake', 'ongkir']"
belanja lazada situ ongkir pas total ko ongkir yach kadang ongkir mahal barang usul serta ongkir ongkir total mah ongkir pas udah total ko ongkir kadang mahal barang,0,"['belanja', 'lazada', 'situ', 'ongkir', 'pas', 'total', 'ko', 'ongkir', 'yach', 'kadang', 'ongkir', 'mahal', 'barang', 'usul', 'serta', 'ongkir', 'ongkir', 'total', 'mah', 'ongkir', 'pas', 'udah', 'total', 'ko', 'ongkir', 'kadang', 'mahal', 'barang']"
gk kecewa bintang,1,"['gk', 'kecewa', 'bintang']"
bagus,1,['bagus']
lazada gimana toko tanggung toko amoyshop tipu mohon lazada cex toko amoyshop,0,"['lazada', 'gimana', 'toko', 'tanggung', 'toko', 'amoyshop', 'tipu', 'mohon', 'lazada', 'cex', 'toko', 'amoyshop']"
suka,1,['suka']
murah,0,['murah']
lazada tolong kurir antar paket area jln transmigrasi potanga desa potanga kec biau kab gorontalo utara antar paket rumah konsumen,0,"['lazada', 'tolong', 'kurir', 'antar', 'paket', 'area', 'jln', 'transmigrasi', 'potanga', 'desa', 'potanga', 'kec', 'biau', 'kab', 'gorontalo', 'utara', 'antar', 'paket', 'rumah', 'konsumen']"
mula belanja online moga muas,0,"['mula', 'belanja', 'online', 'moga', 'muas']"
pesan sesuai lengkap makasih lazada,0,"['pesan', 'sesuai', 'lengkap', 'makasih', 'lazada']"
tolong bantu log in aplikasi lazada tagih paylater nomer call center aktif hubung cs tida nyambung kemaren tolong kebijaksanannya lazada,0,"['tolong', 'bantu', 'log', 'in', 'aplikasi', 'lazada', 'tagih', 'paylater', 'nomer', 'call', 'center', 'aktif', 'hubung', 'cs', 'tida', 'nyambung', 'kemaren', 'tolong', 'kebijaksanannya', 'lazada']"
sat kasih bintang kl depan ta kasih bintang,0,"['sat', 'kasih', 'bintang', 'kl', 'depan', 'ta', 'kasih', 'bintang']"
puas blnja,1,"['puas', 'blnja']"
bintang ntar pesan ssi gue kasih,1,"['bintang', 'ntar', 'pesan', 'ssi', 'gue', 'kasih']"
lazpaylatter gbs pakai,0,"['lazpaylatter', 'gbs', 'pakai']"
amanah,1,['amanah']
beli suka jonk,0,"['beli', 'suka', 'jonk']"
bagus,1,['bagus']
ongkirnya resah,0,"['ongkirnya', 'resah']"
kasih bintang,1,"['kasih', 'bintang']"
respon cepat kirim gratis program bantu,1,"['respon', 'cepat', 'kirim', 'gratis', 'program', 'bantu']"
lazada gimana klaim voucher pas co voucher udah v solusi,0,"['lazada', 'gimana', 'klaim', 'voucher', 'pas', 'co', 'voucher', 'udah', 'v', 'solusi']"
coba,0,['coba']
mantap,0,['mantap']
kasih bintang reting bagus kasih ful,1,"['kasih', 'bintang', 'reting', 'bagus', 'kasih', 'ful']"
tingkat,1,['tingkat']
top,1,['top']
gun voucher batas butuh butuh karna pakai dagang,0,"['gun', 'voucher', 'batas', 'butuh', 'butuh', 'karna', 'pakai', 'dagang']"
barang,0,['barang']
kirim lambat kirim barang bogor minggu bogor,0,"['kirim', 'lambat', 'kirim', 'barang', 'bogor', 'minggu', 'bogor']"
wow,1,['wow']
kerja,1,['kerja']
newbie pakai lazada msh mudah pakai toko orange,1,"['newbie', 'pakai', 'lazada', 'msh', 'mudah', 'pakai', 'toko', 'orange']"
gue suka banget lazada,1,"['gue', 'suka', 'banget', 'lazada']"
bagus tolong komplit in barang,1,"['bagus', 'tolong', 'komplit', 'in', 'barang']"
solid,0,['solid']
bgs,1,['bgs']
mantap,1,['mantap']
not bad,1,"['not', 'bad']"
guna,1,['guna']
biaya layan,0,"['biaya', 'layan']"
konto,0,['konto']
coba,1,['coba']
bonus y,1,"['bonus', 'y']"
puas belanja lazada,1,"['puas', 'belanja', 'lazada']"
belanja lazada emng praktis tpi kadang kecewa barang beli sesuai salah,1,"['belanja', 'lazada', 'emng', 'praktis', 'tpi', 'kadang', 'kecewa', 'barang', 'beli', 'sesuai', 'salah']"
lazada kesini ongkir mahal bgt,0,"['lazada', 'kesini', 'ongkir', 'mahal', 'bgt']"
lumayan,1,['lumayan']
bagus,1,['bagus']
bagus,1,['bagus']
mantapp,1,['mantapp']
baguss,1,['baguss']
tetep,1,['tetep']
ongkir wow,0,"['ongkir', 'wow']"
lumayan,1,['lumayan']
tolong member kasih v c ongkir nggak rugi banget,0,"['tolong', 'member', 'kasih', 'v', 'c', 'ongkir', 'nggak', 'rugi', 'banget']"
coba kuliatas,1,"['coba', 'kuliatas']"
layan muas,1,"['layan', 'muas']"
pokok mantap,1,"['pokok', 'mantap']"
layan cepat kemas rapih suxes slalu,1,"['layan', 'cepat', 'kemas', 'rapih', 'suxes', 'slalu']"
puas belanja dilazada ad biaya tangan kaya aplikasi belah,0,"['puas', 'belanja', 'dilazada', 'ad', 'biaya', 'tangan', 'kaya', 'aplikasi', 'belah']"
sumpah aplikasi tipu,0,"['sumpah', 'aplikasi', 'tipu']"
bagus pelayanananya,1,"['bagus', 'pelayanananya']"
keren,1,['keren']
moga pesenananya bagus,1,"['moga', 'pesenananya', 'bagus']"
moga lazada jaya kurir jg,1,"['moga', 'lazada', 'jaya', 'kurir', 'jg']"
bagus,1,['bagus']
kirim on time,1,"['kirim', 'on', 'time']"
bintang bicara,1,"['bintang', 'bicara']"
min ko sy gada lazadapayleter,0,"['min', 'ko', 'sy', 'gada', 'lazadapayleter']"
bagus,1,['bagus']
knpa pay leter gk aktif tanggapn padahl sangt bantu sya sya pngguna payleter,0,"['knpa', 'pay', 'leter', 'gk', 'aktif', 'tanggapn', 'padahl', 'sangt', 'bantu', 'sya', 'sya', 'pngguna', 'payleter']"
mntull,1,['mntull']
bagus,1,['bagus']
bagus,1,['bagus']
trmksh lazada,1,"['trmksh', 'lazada']"
percaya,1,['percaya']
lazada bantu,1,"['lazada', 'bantu']"
lazada beli hape murah bagus promo hape murah udah,1,"['lazada', 'beli', 'hape', 'murah', 'bagus', 'promo', 'hape', 'murah', 'udah']"
god,1,['god']
solid,1,['solid']
ka payletr g,0,"['ka', 'payletr', 'g']"
top,1,['top']
lazada top keren,1,"['lazada', 'top', 'keren']"
bagus,1,['bagus']
mmbantu,1,['mmbantu']
god,1,['god']
tolong baik fitur alamat jalan akurat titik lokasi terimakasih,0,"['tolong', 'baik', 'fitur', 'alamat', 'jalan', 'akurat', 'titik', 'lokasi', 'terimakasih']"
bagus,1,['bagus']
kren,1,['kren']
gerat ongkirnya in minimal belanja rb eb semangat belanja,0,"['gerat', 'ongkirnya', 'in', 'minimal', 'belanja', 'rb', 'eb', 'semangat', 'belanja']"
puas belanja lazada,1,"['puas', 'belanja', 'lazada']"
jasa kirim pakai jnt,1,"['jasa', 'kirim', 'pakai', 'jnt']"
baik,1,['baik']
god,1,['god']
barang sesuai pesan cepat,1,"['barang', 'sesuai', 'pesan', 'cepat']"
mantul,1,['mantul']
lumayan lancar plosok negeri,1,"['lumayan', 'lancar', 'plosok', 'negeri']"
ja bagus tambah,1,"['ja', 'bagus', 'tambah']"
lazada mantap,1,"['lazada', 'mantap']"
hey lazada ken kenap main game lazada muncul mencet,0,"['hey', 'lazada', 'ken', 'kenap', 'main', 'game', 'lazada', 'muncul', 'mencet']"
bagus teliti,1,"['bagus', 'teliti']"
bagus,1,['bagus']
bagus,1,['bagus']
kk,1,['kk']
bagus jdi simpen batu,1,"['bagus', 'jdi', 'simpen', 'batu']"
beli lihat ahahahaha,1,"['beli', 'lihat', 'ahahahaha']"
payleternya susah,0,"['payleternya', 'susah']"
cari barang mudah tingkat,0,"['cari', 'barang', 'mudah', 'tingkat']"
sy kasih bintang limit lazpaylater udah naikin sy kasih bintang belanja dilazada pinter hati kdg toko amanh,1,"['sy', 'kasih', 'bintang', 'limit', 'lazpaylater', 'udah', 'naikin', 'sy', 'kasih', 'bintang', 'belanja', 'dilazada', 'pinter', 'hati', 'kdg', 'toko', 'amanh']"
bagus layan mudah erti thanks lazada,1,"['bagus', 'layan', 'mudah', 'erti', 'thanks', 'lazada']"
produk wardah asli kk,1,"['produk', 'wardah', 'asli', 'kk']"
lancar,1,['lancar']
kirim lelet sampe kadang sampe,0,"['kirim', 'lelet', 'sampe', 'kadang', 'sampe']"
belanja online mah untung untung,1,"['belanja', 'online', 'mah', 'untung', 'untung']"
suka,1,['suka']
barang uda kasih bintang,1,"['barang', 'uda', 'kasih', 'bintang']"
bagus,1,['bagus']
bagus bngt,1,"['bagus', 'bngt']"
lazada ongkirnya mahal banget nd da potong,1,"['lazada', 'ongkirnya', 'mahal', 'banget', 'nd', 'da', 'potong']"
layan bagus,1,"['layan', 'bagus']"
memng bgus,1,"['memng', 'bgus']"
mantap bantu,1,"['mantap', 'bantu']"
jdi belanja favorit barang cepat ongkirnya murah toko oren tahan kwalitas,1,"['jdi', 'belanja', 'favorit', 'barang', 'cepat', 'ongkirnya', 'murah', 'toko', 'oren', 'tahan', 'kwalitas']"
suka bonus tpi tlong ongkir kurang dikit donk,1,"['suka', 'bonus', 'tpi', 'tlong', 'ongkir', 'kurang', 'dikit', 'donk']"
mesan prediksi,1,"['mesan', 'prediksi']"
oke jis,1,"['oke', 'jis']"
bagus,1,['bagus']
lumayan bagus,1,"['lumayan', 'bagus']"
bantu,1,['bantu']
lazada ongkir mahal mahal y kyk sampe lihat lazada tmn ak murah kyk sampe ttp bagus apk,1,"['lazada', 'ongkir', 'mahal', 'mahal', 'y', 'kyk', 'sampe', 'lihat', 'lazada', 'tmn', 'ak', 'murah', 'kyk', 'sampe', 'ttp', 'bagus', 'apk']"
lumayan,1,['lumayan']
masuk anggota,1,"['masuk', 'anggota']"
assalamualaikum mantul,1,"['assalamualaikum', 'mantul']"
tingkat layan positif,1,"['tingkat', 'layan', 'positif']"
ongkirnya gk sesuai masak lihat potong gilir klik ongkir mahal,0,"['ongkirnya', 'gk', 'sesuai', 'masak', 'lihat', 'potong', 'gilir', 'klik', 'ongkir', 'mahal']"
moga muas nnti brngnya,1,"['moga', 'muas', 'nnti', 'brngnya']"
mahal ongkir lbih mahal ongkir harga beli,0,"['mahal', 'ongkir', 'lbih', 'mahal', 'ongkir', 'harga', 'beli']"
bantu,1,['bantu']
bagus,1,['bagus']
bagusss dah,1,"['bagusss', 'dah']"
sukses trs lazada tp bbrp pesan bayar tp batal dr reselleruang kembali,1,"['sukses', 'trs', 'lazada', 'tp', 'bbrp', 'pesan', 'bayar', 'tp', 'batal', 'dr', 'reselleruang', 'kembali']"
mantap,1,['mantap']
lazada mantappp,1,"['lazada', 'mantappp']"
suka banget lazada kecewa suka deh pokok,1,"['suka', 'banget', 'lazada', 'kecewa', 'suka', 'deh', 'pokok']"
kk knpa memsan,0,"['kk', 'knpa', 'memsan']"
ongkir mahall akskls,1,"['ongkir', 'mahall', 'akskls']"
sibuk,1,['sibuk']
moga jl shz oc,1,"['moga', 'jl', 'shz', 'oc']"
bgt,1,['bgt']
moga lancar,1,"['moga', 'lancar']"
lazada tolong toko bohong dagangaya blokir rugi guna,0,"['lazada', 'tolong', 'toko', 'bohong', 'dagangaya', 'blokir', 'rugi', 'guna']"
coba,1,['coba']
mantep moga diskon,1,"['mantep', 'moga', 'diskon']"
tipu bintang dlu,1,"['tipu', 'bintang', 'dlu']"
lumayann bgus cepat terkadang dri reseler suka muas gitu,1,"['lumayann', 'bgus', 'cepat', 'terkadang', 'dri', 'reseler', 'suka', 'muas', 'gitu']"
bagus,1,['bagus']
bintang bicar,1,"['bintang', 'bicar']"
bagus,1,['bagus']
esok kerja,1,"['esok', 'kerja']"
moga mujarab,1,"['moga', 'mujarab']"
lazada sihh apdet versi ko liat ulas testimoni dr toko udh sy hapus apdet tetep versi skrg pusing,0,"['lazada', 'sihh', 'apdet', 'versi', 'ko', 'liat', 'ulas', 'testimoni', 'dr', 'toko', 'udh', 'sy', 'hapus', 'apdet', 'tetep', 'versi', 'skrg', 'pusing']"
lumayan,1,['lumayan']
belanja dilazada mudah customer dlm belanja jg layan muas kdg toko brg order sesuai komplain respon tlg lazada tindak lanjut toko kayak gmn mksih,1,"['belanja', 'dilazada', 'mudah', 'customer', 'dlm', 'belanja', 'jg', 'layan', 'muas', 'kdg', 'toko', 'brg', 'order', 'sesuai', 'komplain', 'respon', 'tlg', 'lazada', 'tindak', 'lanjut', 'toko', 'kayak', 'gmn', 'mksih']"
ragu kualitas barang lazzada,1,"['ragu', 'kualitas', 'barang', 'lazzada']"
kurir ramah saluler tinggiatkn langgan sukses lazada,1,"['kurir', 'ramah', 'saluler', 'tinggiatkn', 'langgan', 'sukses', 'lazada']"
pokok bagus,1,"['pokok', 'bagus']"
paylater aktif,0,"['paylater', 'aktif']"
kasih bintang guna dilazada,1,"['kasih', 'bintang', 'guna', 'dilazada']"
oke oke,1,"['oke', 'oke']"
opppps,1,['opppps']
sipp,1,['sipp']
oke,1,['oke']
lumayan,1,['lumayan']
aplikasi bagus milik voucer,1,"['aplikasi', 'bagus', 'milik', 'voucer']"
bagus,1,['bagus']
bermafat,1,['bermafat']
gagal,1,['gagal']
alhamdulillah sesuai pesan ongkirnya gratis murah,1,"['alhamdulillah', 'sesuai', 'pesan', 'ongkirnya', 'gratis', 'murah']"
oky,1,['oky']
moga amanah trus lazada,1,"['moga', 'amanah', 'trus', 'lazada']"
rekomedet,1,['rekomedet']
muas,1,['muas']
oke,1,['oke']
mantap amanah toko,1,"['mantap', 'amanah', 'toko']"
lumayan baguss,1,"['lumayan', 'baguss']"
cekk,1,['cekk']
suka bgt kurir ramah cepet kirim,1,"['suka', 'bgt', 'kurir', 'ramah', 'cepet', 'kirim']"
kak tolong muncul lazada bon aplikasi lazada butuh bgt dana darurat,1,"['kak', 'tolong', 'muncul', 'lazada', 'bon', 'aplikasi', 'lazada', 'butuh', 'bgt', 'dana', 'darurat']"
senang,1,['senang']
bagus,1,['bagus']
syuka blnja dsni,1,"['syuka', 'blnja', 'dsni']"
maf paket,0,"['maf', 'paket']"
klu ori ksih,1,"['klu', 'ori', 'ksih']"
coban,1,['coban']
puas,1,['puas']
bintang,1,['bintang']
bintang nunggu layan,1,"['bintang', 'nunggu', 'layan']"
lazada emng mantep pokok,1,"['lazada', 'emng', 'mantep', 'pokok']"
mantap,1,['mantap']
bagus lh,1,"['bagus', 'lh']"
bagus,1,['bagus']
xx to putih abu,1,"['xx', 'to', 'putih', 'abu']"
gin dllu,1,"['gin', 'dllu']"
moga amanah,1,"['moga', 'amanah']"
bagus,1,['bagus']
top dah,1,"['top', 'dah']"
sukak diskon,1,"['sukak', 'diskon']"
pake lazada,1,"['pake', 'lazada']"
anis anisa,1,"['anis', 'anisa']"
the best,1,"['the', 'best']"
produk bagus,1,"['produk', 'bagus']"
bermanfat,1,['bermanfat']
bagus jarang gratis ongkir,1,"['bagus', 'jarang', 'gratis', 'ongkir']"
suka pilih barang mah duit,1,"['suka', 'pilih', 'barang', 'mah', 'duit']"
moga laza sukses,1,"['moga', 'laza', 'sukses']"
lazada belanja online,1,"['lazada', 'belanja', 'online']"
lazada top the best,1,"['lazada', 'top', 'the', 'best']"
lasada mantap,1,"['lasada', 'mantap']"
moga pesan sesuai harap toko amanah,1,"['moga', 'pesan', 'sesuai', 'harap', 'toko', 'amanah']"
lumayan,1,['lumayan']
oke,1,['oke']
bagus,1,['bagus']
mantap,1,['mantap']
alhamdulillah kirim paket barang amanah,1,"['alhamdulillah', 'kirim', 'paket', 'barang', 'amanah']"
tolong lazada gw lgi buka apk nongol mulu muak gw ganti shopie bangkrut,1,"['tolong', 'lazada', 'gw', 'lgi', 'buka', 'apk', 'nongol', 'mulu', 'muak', 'gw', 'ganti', 'shopie', 'bangkrut']"
kasih bintang x sy coba,1,"['kasih', 'bintang', 'x', 'sy', 'coba']"
lazada the best poko mah,1,"['lazada', 'the', 'best', 'poko', 'mah']"
mantap lazada,0,"['mantap', 'lazada']"
guna lazada kali belanja aplikasi bagus promo voucher diskon voucher gratis ongkir diskon koin lazada cashback sat check out kirim cepat ninja express proses kirim gantung seller proses cepat lambat moga betah belanja lazada,1,"['guna', 'lazada', 'kali', 'belanja', 'aplikasi', 'bagus', 'promo', 'voucher', 'diskon', 'voucher', 'gratis', 'ongkir', 'diskon', 'koin', 'lazada', 'cashback', 'sat', 'check', 'out', 'kirim', 'cepat', 'ninja', 'express', 'proses', 'kirim', 'gantung', 'seller', 'proses', 'cepat', 'lambat', 'moga', 'betah', 'belanja', 'lazada']"
moga apknya ringan pakai shope apknya berat banget moga lazada ringan hrga lbh murah dri sope masak apk belanja online kalah apk,1,"['moga', 'apknya', 'ringan', 'pakai', 'shope', 'apknya', 'berat', 'banget', 'moga', 'lazada', 'ringan', 'hrga', 'lbh', 'murah', 'dri', 'sope', 'masak', 'apk', 'belanja', 'online', 'kalah', 'apk']"
puas,1,['puas']
suka bagus diskon,1,"['suka', 'bagus', 'diskon']"
dibanyakin gratis ongkir,1,"['dibanyakin', 'gratis', 'ongkir']"
murah ketimbang dishope,1,"['murah', 'ketimbang', 'dishope']"
buruk tagih lunas gabisa pakai lazpaylater,0,"['buruk', 'tagih', 'lunas', 'gabisa', 'pakai', 'lazpaylater']"
pilih cargo mikir beli barang printer monitor apk belah tetep fre ongkir,0,"['pilih', 'cargo', 'mikir', 'beli', 'barang', 'printer', 'monitor', 'apk', 'belah', 'tetep', 'fre', 'ongkir']"
mantap,1,['mantap']
okeh,1,['okeh']
puas barang bagus,1,"['puas', 'barang', 'bagus']"
baik,1,['baik']
bagus,1,['bagus']
bagus kali,1,"['bagus', 'kali']"
harga murah riah,1,"['harga', 'murah', 'riah']"
x belanjan do lazada moga depan bintang,1,"['x', 'belanjan', 'do', 'lazada', 'moga', 'depan', 'bintang']"
sippppp,1,['sippppp']
muas,1,['muas']
netral,1,['netral']
diupdate lot lancar,0,"['diupdate', 'lot', 'lancar']"
bgus skli,1,"['bgus', 'skli']"
god lahh terima kasih banyak voucher gratis hehehe mudah simple hehehe,1,"['god', 'lahh', 'terima', 'kasih', 'banyak', 'voucher', 'gratis', 'hehehe', 'mudah', 'simple', 'hehehe']"
poko bintang,1,"['poko', 'bintang']"
blanja mudah praktis moga maju trus ntuk reseler barnch lazada,1,"['blanja', 'mudah', 'praktis', 'moga', 'maju', 'trus', 'ntuk', 'reseler', 'barnch', 'lazada']"
ko skrng gems dlazada nggk tukar voucher udh cape ngumpulin gemsy eh malh dihilangin tukar vouchery belanja smua lazada,0,"['ko', 'skrng', 'gems', 'dlazada', 'nggk', 'tukar', 'voucher', 'udh', 'cape', 'ngumpulin', 'gemsy', 'eh', 'malh', 'dihilangin', 'tukar', 'vouchery', 'belanja', 'smua', 'lazada']"
top,1,['top']
bantu butuh seharihari,1,"['bantu', 'butuh', 'seharihari']"
lazada sy langgan lazada tolong lazada bnyk bgt dagang nakal amanah,1,"['lazada', 'sy', 'langgan', 'lazada', 'tolong', 'lazada', 'bnyk', 'bgt', 'dagang', 'nakal', 'amanah']"
sesuai pessanan,1,"['sesuai', 'pessanan']"
god,1,['god']
senang belanja promo a jual hp tipu,1,"['senang', 'belanja', 'promo', 'a', 'jual', 'hp', 'tipu']"
bagus lazada,0,"['bagus', 'lazada']"
puas blanja,1,"['puas', 'blanja']"
puas kena barang bagus,1,"['puas', 'kena', 'barang', 'bagus']"
mantep,1,['mantep']
barang pajang beranda custamer kecea,0,"['barang', 'pajang', 'beranda', 'custamer', 'kecea']"
lumayan bantu cari butuh barang,1,"['lumayan', 'bantu', 'cari', 'butuh', 'barang']"
bagus,1,['bagus']
belanja lazada nggak kemarin kendala check out gagal eror voucher jaring lot alhamdulillah tingkat kualitas baik kendala masalah konsumen terimakasih,1,"['belanja', 'lazada', 'nggak', 'kemarin', 'kendala', 'check', 'out', 'gagal', 'eror', 'voucher', 'jaring', 'lot', 'alhamdulillah', 'tingkat', 'kualitas', 'baik', 'kendala', 'masalah', 'konsumen', 'terimakasih']"
senang belanja sayang lazada banyak pake jne kirim,1,"['senang', 'belanja', 'sayang', 'lazada', 'banyak', 'pake', 'jne', 'kirim']"
kasih bintang moga bagus,1,"['kasih', 'bintang', 'moga', 'bagus']"
ca coba,1,"['ca', 'coba']"
bagus tingkat layan,1,"['bagus', 'tingkat', 'layan']"
bagus,1,['bagus']
moga amanah lazada,1,"['moga', 'amanah', 'lazada']"
nanya ka ko mh banayak bangt bonus uang bonus ambil dagang reselr,1,"['nanya', 'ka', 'ko', 'mh', 'banayak', 'bangt', 'bonus', 'uang', 'bonus', 'ambil', 'dagang', 'reselr']"
bagus mudahhan slalu amanah,1,"['bagus', 'mudahhan', 'slalu', 'amanah']"
lazada belanja favorit online ku,1,"['lazada', 'belanja', 'favorit', 'online', 'ku']"
bagus,1,['bagus']
mantap,1,['mantap']
barang sesuai pesan,1,"['barang', 'sesuai', 'pesan']"
bgusss,1,['bgusss']
aplikasi bayu vy ykepen cet,1,"['aplikasi', 'bayu', 'vy', 'ykepen', 'cet']"
yudi afrizal mksh lazada kerja kenyam,1,"['yudi', 'afrizal', 'mksh', 'lazada', 'kerja', 'kenyam']"
harga murah,1,"['harga', 'murah']"
lemottt bgt abis upgreade lemottt,0,"['lemottt', 'bgt', 'abis', 'upgreade', 'lemottt']"
nggak ambil voucher apa karna aktifasi sesuai voucher guna dipake,0,"['nggak', 'ambil', 'voucher', 'apa', 'karna', 'aktifasi', 'sesuai', 'voucher', 'guna', 'dipake']"
kasih bintang bagus barang kasih bintang,1,"['kasih', 'bintang', 'bagus', 'barang', 'kasih', 'bintang']"
coba hoax,1,"['coba', 'hoax']"
layan muas,1,"['layan', 'muas']"
moga amanah tok,1,"['moga', 'amanah', 'tok']"
kecewa kirim moga depan sat set dah,0,"['kecewa', 'kirim', 'moga', 'depan', 'sat', 'set', 'dah']"
mantap,1,['mantap']
lazada bagus layan,1,"['lazada', 'bagus', 'layan']"
alhamdulillah mudah belanja,1,"['alhamdulillah', 'mudah', 'belanja']"
suka,1,['suka']
aplikasi bgs cuman codnya,1,"['aplikasi', 'bgs', 'cuman', 'codnya']"
josss,1,['josss']
moga bantu,1,"['moga', 'bantu']"
keren lazada no debs,1,"['keren', 'lazada', 'no', 'debs']"
bgus,1,['bgus']
eco kuabeh cik luemot tithik ndak popo lak tekan,0,"['eco', 'kuabeh', 'cik', 'luemot', 'tithik', 'ndak', 'popo', 'lak', 'tekan']"
gampang cari produk butuh,1,"['gampang', 'cari', 'produk', 'butuh']"
trims,1,['trims']
puas belanja lazada,1,"['puas', 'belanja', 'lazada']"
coba,1,['coba']
lazada aplikasi guna nilai bintang,1,"['lazada', 'aplikasi', 'guna', 'nilai', 'bintang']"
cepat mudah,1,"['cepat', 'mudah']"
dlu bru gabung bru kali belanja jg,1,"['dlu', 'bru', 'gabung', 'bru', 'kali', 'belanja', 'jg']"
lazada bagus banget promo voucher voucher kumpul,1,"['lazada', 'bagus', 'banget', 'promo', 'voucher', 'voucher', 'kumpul']"
senang belanja lazada,1,"['senang', 'belanja', 'lazada']"
masok,1,['masok']
paket terima lapor akun kirim hilang otomatis,1,"['paket', 'terima', 'lapor', 'akun', 'kirim', 'hilang', 'otomatis']"
mantab,1,['mantab']
moga sesuai pesan kecewa amanah langgaganan sesuai,1,"['moga', 'sesuai', 'pesan', 'kecewa', 'amanah', 'langgaganan', 'sesuai']"
bagus,1,['bagus']
hrs amanh,1,"['hrs', 'amanh']"
wow,1,['wow']
tingkat kualitas,1,"['tingkat', 'kualitas']"
lazada,1,['lazada']
lancar,1,['lancar']
terimakasih lazada langgan lazada hubung aju spay later tolak aplikasi lazada terimakasih,1,"['terimakasih', 'lazada', 'langgan', 'lazada', 'hubung', 'aju', 'spay', 'later', 'tolak', 'aplikasi', 'lazada', 'terimakasih']"
ogkir sahabat harap fitur barang lanjur konfirmasi kembali,1,"['ogkir', 'sahabat', 'harap', 'fitur', 'barang', 'lanjur', 'konfirmasi', 'kembali']"
moga lancar,1,"['moga', 'lancar']"
baca aj bintangny,1,"['baca', 'aj', 'bintangny']"
suka,1,['suka']
olanae kodi ko bbolanae olanae yogyakarta yangada mka manadi ko bolanaedi ko bolanae ko,0,"['olanae', 'kodi', 'ko', 'bbolanae', 'olanae', 'yogyakarta', 'yangada', 'mka', 'manadi', 'ko', 'bolanaedi', 'ko', 'bolanae', 'ko']"
siang kak mohon maf lazada pay letter tempo lunas klik sat konfirmasi bayar hasil tolong jelas hubung cs otomatis interaksi langsung aplikasi shop bagus cashback fre ongkir bonus dada pakai,0,"['siang', 'kak', 'mohon', 'maf', 'lazada', 'pay', 'letter', 'tempo', 'lunas', 'klik', 'sat', 'konfirmasi', 'bayar', 'hasil', 'tolong', 'jelas', 'hubung', 'cs', 'otomatis', 'interaksi', 'langsung', 'aplikasi', 'shop', 'bagus', 'cashback', 'fre', 'ongkir', 'bonus', 'dada', 'pakai']"
puassssssssssss,1,['puassssssssssss']
bagus,1,['bagus']
fix pict kualitas sllu god mantap,1,"['fix', 'pict', 'kualitas', 'sllu', 'god', 'mantap']"
muas,1,['muas']
kali order barang alas kurir coba order sayang respon,1,"['kali', 'order', 'barang', 'alas', 'kurir', 'coba', 'order', 'sayang', 'respon']"
smogah tokoh amanah,1,"['smogah', 'tokoh', 'amanah']"
kasih bintang karenadi dunia sempurna,1,"['kasih', 'bintang', 'karenadi', 'dunia', 'sempurna']"
bagus,1,['bagus']
lazada kasih b,1,"['lazada', 'kasih', 'b']"
bagus,1,['bagus']
oke,1,['oke']
mantap dah lazada paket sesuai pesan,1,"['mantap', 'dah', 'lazada', 'paket', 'sesuai', 'pesan']"
belanja lazada senang,1,"['belanja', 'lazada', 'senang']"
mantap,1,['mantap']
layan prima bintang,1,"['layan', 'prima', 'bintang']"
coba dlu,1,"['coba', 'dlu']"
kirim cepat,1,"['kirim', 'cepat']"
pesan pakai maf,1,"['pesan', 'pakai', 'maf']"
mesan bagus kelam pesan beli ngaco tolomg lazada kasih tegur jual konsumen rugi,1,"['mesan', 'bagus', 'kelam', 'pesan', 'beli', 'ngaco', 'tolomg', 'lazada', 'kasih', 'tegur', 'jual', 'konsumen', 'rugi']"
mudah beli kbutuhn,1,"['mudah', 'beli', 'kbutuhn']"
suka,1,['suka']
aman kemaren kemaren sen bayar pake dana barang sampe sampe tunggu tunggu mohon baik toko jual nakal,1,"['aman', 'kemaren', 'kemaren', 'sen', 'bayar', 'pake', 'dana', 'barang', 'sampe', 'sampe', 'tunggu', 'tunggu', 'mohon', 'baik', 'toko', 'jual', 'nakal']"
lazada kesini kesini ongkir mahal,0,"['lazada', 'kesini', 'kesini', 'ongkir', 'mahal']"
puas,1,['puas']
langgan keluarga lazpaylater tambahin saldo,1,"['langgan', 'keluarga', 'lazpaylater', 'tambahin', 'saldo']"
sugars pokok,1,"['sugars', 'pokok']"
mantul,1,['mantul']
tambah aman donk sat co barang,1,"['tambah', 'aman', 'donk', 'sat', 'co', 'barang']"
belanja memuaskn,1,"['belanja', 'memuaskn']"
poko lazada depa ttp konsisten barang langgan,1,"['poko', 'lazada', 'depa', 'ttp', 'konsisten', 'barang', 'langgan']"
bagus,1,['bagus']
harap depan estimasi kirim barang,1,"['harap', 'depan', 'estimasi', 'kirim', 'barang']"
fitur metode bayar akun barang,1,"['fitur', 'metode', 'bayar', 'akun', 'barang']"
